day,timestamp,hydro_norm,velvet_norm,spread_norm,abs_spread_norm,spread_z,rolling_level_corr,rolling_move_corr,is_node,regime,fwd_spread_change_1000,fwd_abs_spread_change_1000,fwd_VELVETFRUIT_EXTRACT_1000_bps,fwd_HYDROGEL_PACK_1000_bps,fwd_VEV_5000_1000_bps,fwd_VEV_5200_1000_bps,fwd_VEV_5300_1000_bps,fwd_VEV_5400_1000_bps,fwd_VEV_5500_1000_bps,fwd_spread_change_5000,fwd_abs_spread_change_5000,fwd_VELVETFRUIT_EXTRACT_5000_bps,fwd_HYDROGEL_PACK_5000_bps,fwd_VEV_5000_5000_bps,fwd_VEV_5200_5000_bps,fwd_VEV_5300_5000_bps,fwd_VEV_5400_5000_bps,fwd_VEV_5500_5000_bps,fwd_spread_change_10000,fwd_abs_spread_change_10000,fwd_VELVETFRUIT_EXTRACT_10000_bps,fwd_HYDROGEL_PACK_10000_bps,fwd_VEV_5000_10000_bps,fwd_VEV_5200_10000_bps,fwd_VEV_5300_10000_bps,fwd_VEV_5400_10000_bps,fwd_VEV_5500_10000_bps,fwd_spread_change_50000,fwd_abs_spread_change_50000,fwd_VELVETFRUIT_EXTRACT_50000_bps,fwd_HYDROGEL_PACK_50000_bps,fwd_VEV_5000_50000_bps,fwd_VEV_5200_50000_bps,fwd_VEV_5300_50000_bps,fwd_VEV_5400_50000_bps,fwd_VEV_5500_50000_bps
0,10000,100.03,99.66666666666667,0.36333333333332973,0.36333333333332973,,,,False,WARMUP,-0.026666666666670835,-0.026666666666670835,6.6889632107014485,3.998800359892307,145.22821576763434,218.57923497267785,217.39130434782706,256.4102564102555,714.285714285714,-0.06142857142856428,-0.06142857142856428,17.200191113233565,10.996700989702735,331.9502074688807,546.4480874316946,760.8695652173902,769.2307692307687,714.285714285714,-0.06333333333333258,-0.06333333333333258,13.377926421405117,6.997900629810427,290.4564315352687,437.1584699453557,652.1739130434789,512.8205128205133,714.285714285714,-0.29857142857142094,-0.29857142857142094,22.933588150979567,-6.997900629811538,414.9377593361003,546.4480874316946,652.1739130434789,769.2307692307687,1428.571428571428
0,11000,100.07,99.73333333333333,0.3366666666666589,0.3366666666666589,,,,False,WARMUP,-0.028571428571424917,-0.028571428571424917,2.864782276545963,0.0,61.34969325153339,53.47593582887722,212.7659574468077,249.99999999999912,0.0,-0.0338095238095093,-0.0338095238095093,12.414056531704354,8.993704406914382,224.9488752556239,427.80748663101554,638.2978723404253,749.9999999999995,0.0,0.029523809523809064,0.029523809523809064,-0.9549274255160611,1.9986009793138138,-20.449897750510758,0.0,0.0,0.0,0.0,-0.17476190476189402,-0.17476190476189402,10.504201680672232,-6.995103427600569,184.04907975460017,213.90374331550888,425.5319148936176,500.00000000000045,0.0
0,12000,100.07,99.76190476190476,0.308095238095234,0.308095238095234,,,,False,WARMUP,0.0409523809523904,0.0409523809523904,1.909307875895827,5.995802937943662,0.0,53.19148936170137,0.0,0.0,0.0,0.05047619047620344,0.05047619047620344,0.9546539379479135,5.995802937943662,81.30081300812941,159.57446808510633,208.3333333333326,243.90243902439045,0.0,0.027142857142848698,0.027142857142848698,-5.727923627685261,-2.997901468971831,-121.95121951219522,-159.57446808510633,-208.3333333333337,-487.8048780487809,0.0,-0.2671428571428578,-0.2671428571428578,5.727923627685261,-20.985310282801706,121.95121951219522,159.57446808510633,0.0,0.0,0.0
0,13000,100.13000000000001,99.78095238095239,0.3490476190476244,0.3490476190476244,,,,False,WARMUP,-0.008095238095236823,-0.008095238095236823,3.817886799657444,2.99610506341752,81.30081300812941,105.82010582010693,208.3333333333326,243.90243902439045,0.0,-0.060000000000016485,-0.060000000000016485,0.0,-5.99221012683504,0.0,0.0,0.0,0.0,0.0,-0.12285714285714278,-0.12285714285714278,-5.726830199485056,-17.97663038050512,-101.62601626016232,-211.64021164021162,-208.3333333333337,-243.90243902439045,0.0,-0.2619047619047734,-0.2619047619047734,-3.8178867996563337,-29.9610506341752,-40.650406504064705,-211.64021164021162,-208.3333333333337,-243.90243902439045,0.0
0,14000,100.16000000000001,99.81904761904762,0.34095238095238756,0.34095238095238756,,,,False,WARMUP,-0.039047619047622106,-0.039047619047622106,1.90821486499404,-1.9968051118213204,40.32258064516236,104.71204188481576,102.04081632652961,0.0,0.0,-0.013809523809541702,-0.013809523809541702,-7.63285945997505,-8.985623003194831,-120.96774193548376,-209.42408376963374,-408.1632653061229,-476.1904761904767,0.0,-0.08571428571428896,-0.08571428571428896,-11.44928918996313,-19.968051118210983,-201.61290322580626,-314.1361256544506,-408.1632653061229,-714.285714285714,0.0,-0.25904761904762097,-0.25904761904762097,1.90821486499404,-23.961661341852512,40.32258064516236,0.0,0.0,0.0,0.0
0,15000,100.14,99.83809523809524,0.30190476190476545,0.30190476190476545,,,,False,WARMUP,0.0009523809523841464,0.0009523809523841464,1.907850806066591,1.9972039145188525,40.160642570281624,103.62694300518172,101.01010101010166,238.09523809523725,0.0,-0.0019047619047682929,-0.0019047619047682929,-3.8157016121342924,-3.994407829038815,-40.160642570281624,-103.62694300518172,-101.01010101010056,-238.09523809523836,0.0,0.022380952380956387,0.022380952380956387,-15.26280644853606,-12.981825444378092,-281.12449799196804,-518.1347150259063,-707.0707070707072,-714.285714285714,0.0,-0.1276190476190493,-0.1276190476190493,-15.26280644853606,-27.960854803275037,-281.12449799196804,-621.761658031088,-707.0707070707072,-714.285714285714,0.0
0,16000,100.16000000000001,99.85714285714286,0.3028571428571496,0.3028571428571496,,,,False,WARMUP,0.055714285714287826,0.055714285714287826,-8.58369098712397,-2.9952076677319805,-80.00000000000007,-205.1282051282055,-200.00000000000017,-232.55813953488413,0.0,0.06333333333331836,0.06333333333331836,-13.352408202194077,-6.988817891373511,-240.00000000000023,-410.25641025640994,-600.0000000000006,-697.6744186046512,0.0,0.07666666666665378,0.07666666666665378,-26.704816404387046,-18.96964856230032,-520.0000000000005,-923.0769230769231,-1099.9999999999998,-1395.3488372093025,-1333.333333333333,-0.14666666666667538,-0.14666666666667538,-13.352408202194077,-27.955271565495153,-240.00000000000023,-512.8205128205133,-600.0000000000006,-930.2325581395354,0.0
0,17000,100.13000000000001,99.77142857142857,0.3585714285714374,0.3585714285714374,,,,False,WARMUP,-0.06952380952382953,-0.06952380952382953,0.9545628102336501,-5.99221012683504,-80.6451612903225,-104.71204188481687,-204.08163265306146,-238.09523809523836,0.0,-0.023333333333354744,-0.023333333333354744,-6.6819396716299995,-8.98831519025256,-201.61290322580626,-314.1361256544506,-408.1632653061229,-714.285714285714,0.0,-0.0376190476190601,-0.0376190476190601,-15.273004963726189,-18.9753320683117,-362.9032258064513,-628.2722513089001,-816.3265306122447,-1190.4761904761906,-1333.333333333333,-0.23952380952381702,-0.23952380952381702,0.9545628102336501,-22.97013881953469,-80.6451612903225,-209.42408376963374,-306.12244897959215,-476.1904761904767,0.0
0,18000,100.07,99.78095238095239,0.2890476190476079,0.2890476190476079,,,,False,WARMUP,0.03809523809523796,0.03809523809523796,-3.8178867996563337,0.0,-40.650406504064705,-105.82010582010581,-208.3333333333337,-243.90243902439045,0.0,-0.06285714285712629,-0.06285714285712629,-5.726830199485056,-11.991605875887323,-101.62601626016232,-211.64021164021162,-208.3333333333337,-243.90243902439045,0.0,-0.04476190476189856,-0.04476190476189856,-9.54471699914139,-13.990206855201137,-162.60162601625993,-317.46031746031747,-416.6666666666663,-487.8048780487809,0.0,-0.13476190476190197,-0.13476190476190197,-9.54471699914139,-22.983911262116628,-101.62601626016232,-317.46031746031747,-416.6666666666663,-487.8048780487809,0.0
0,19000,100.07,99.74285714285715,0.32714285714284586,0.32714285714284586,,,,False,WARMUP,-0.027142857142848698,-0.027142857142848698,5.729017473503628,2.9979014689707206,122.44897959183598,213.90374331550888,425.5319148936176,249.99999999999912,0.0,-0.07190476190474726,-0.07190476190474726,-3.819344982335382,-10.992305386229306,-81.63265306122436,-106.95187165775444,0.0,-250.00000000000023,0.0,-0.1647619047618889,-0.1647619047618889,-9.54836245583901,-25.98181273108846,-204.08163265306146,-320.8556149732622,-212.7659574468088,-500.00000000000045,-1333.333333333333,-0.25714285714283847,-0.25714285714283847,5.729017473503628,-19.9860097931448,81.63265306122547,53.47593582887722,212.7659574468077,249.99999999999912,0.0
0,20000,100.1,99.8,0.29999999999999716,0.29999999999999716,0.31107995422485796,-0.1745396535867509,,False,MIXED,0.0661904761904708,0.0661904761904708,-7.634316251550199,-0.9990009990012982,-161.290322580645,-209.42408376963374,-408.1632653061229,-243.90243902439045,0.0,0.02428571428572468,0.02428571428572468,-11.45147437732641,-8.991008991009464,-241.93548387096752,-418.8481675392675,-612.2448979591833,-487.8048780487809,0.0,-0.05809523809523398,-0.05809523809523398,-16.22292203454556,-21.9780219780219,-322.58064516129,-575.9162303664922,-714.285714285714,-731.7073170731703,-1333.333333333333,-0.3790476190476255,-0.2209523809523688,1.908579062888105,-35.96403596403563,40.32258064516236,-104.71204188481687,-204.08163265306146,0.0,0.0
0,21000,100.08999999999999,99.72380952380952,0.36619047619046796,0.36619047619046796,0.7998931657771335,-0.18592622675011114,,False,MIXED,-0.030952380952385283,-0.030952380952385283,-1.9100372457259152,-4.995504046357846,-40.98360655737654,-106.95187165775444,0.0,-250.00000000000023,0.0,0.013333333333335418,0.013333333333335418,-13.370260720083627,-11.989209711259496,-286.8852459016391,-534.7593582887699,-531.9148936170214,-749.9999999999995,-1333.333333333333,-0.0647619047619088,-0.0647619047619088,-9.550186228631796,-15.985612948345995,-204.9180327868849,-427.80748663101554,-425.53191489361654,-500.00000000000045,-1333.333333333333,-0.4647619047619145,-0.26761904761902144,10.505204851494199,-35.967629133779596,204.9180327868849,106.95187165775444,319.14893617021266,500.00000000000045,0.0
0,22000,100.03999999999999,99.70476190476191,0.3352380952380827,0.3352380952380827,0.536613059926728,-0.1689667823788588,,False,MIXED,-0.10904761904760107,-0.10904761904760107,1.9104021396509907,-8.996401439423929,20.57613168724215,0.0,0.0,256.4102564102555,0.0,-0.014285714285705353,-0.014285714285705353,-8.596809628427238,-9.996001599360538,-164.60905349794274,-324.3243243243243,-425.53191489361654,-512.8205128205133,-1333.333333333333,-0.08571428571428896,-0.08571428571428896,-11.462412837902614,-19.992003198719964,-246.91358024691357,-432.43243243243245,-638.2978723404253,-512.8205128205133,-1333.333333333333,-0.3533333333333246,-0.31714285714284074,13.372814977552494,-21.991203518592073,246.91358024691468,324.32432432432324,425.5319148936176,769.2307692307687,0.0
0,23000,99.95,99.72380952380952,0.2261904761904816,0.2261904761904816,-0.34175010227882074,-0.13087327621680517,,False,DECOUPLED,0.02904761904761699,0.02904761904761699,-1.9100372457259152,1.0005002501256577,-20.53388090349051,0.0,0.0,-250.00000000000023,0.0,0.018095238095227728,0.018095238095227728,-3.8200744914529405,-2.001000500250205,-61.60164271047264,-108.10810810810811,-212.7659574468088,-250.00000000000023,0.0,-0.04857142857143515,-0.04857142857143515,-17.190335211536567,-22.011005502751146,-266.94045174537996,-432.43243243243245,-638.2978723404253,-749.9999999999995,-1333.333333333333,-0.24142857142858531,-0.2109523809523779,17.190335211536567,-7.003501750875163,349.0759753593431,540.5405405405395,638.2978723404253,749.9999999999995,1333.333333333333
0,24000,99.96000000000001,99.70476190476191,0.2552380952380986,0.2552380952380986,-0.08363237005920156,-0.07476493103508372,,False,DECOUPLED,0.06904761904762324,0.06904761904762324,-1.9104021396498805,5.0020008003204275,-41.15226337448541,-108.10810810810811,-212.7659574468088,0.0,0.0,-0.09285714285714164,-0.09285714285714164,-5.731206418950752,-15.006002400960172,-123.45679012345734,-216.21621621621622,-212.7659574468088,-256.41025641025664,-1333.333333333333,-0.13571428571430033,-0.13571428571430033,-11.462412837902614,-25.010004001601025,-226.3374485596703,-432.43243243243245,-638.2978723404253,-512.8205128205133,-1333.333333333333,-0.1514285714285677,-0.1514285714285677,17.193619256854475,2.000800320127727,329.2181069958855,432.43243243243245,531.9148936170204,1025.6410256410265,1333.333333333333
0,25000,100.01,99.68571428571428,0.32428571428572184,0.32428571428572184,0.4859981878808116,-0.04880550155262518,,False,DECOUPLED,0.05523809523808154,0.05523809523808154,-9.55383586510039,-3.9996000399955545,-206.6115702479343,-327.86885245901675,-326.08695652173947,-512.8205128205133,-1333.333333333333,-0.08238095238095866,-0.08238095238095866,-4.77691793254964,-12.99870012998694,-82.64462809917327,-163.93442622950838,-108.69565217391353,-256.41025641025664,-1333.333333333333,-0.26285714285715756,-0.26285714285715756,-5.732301519060234,-31.996800319967768,-103.30578512396715,-218.57923497267785,-217.39130434782595,-256.41025641025664,-1333.333333333333,-0.3314285714285745,-0.31714285714286916,17.196904557179593,-15.998400159984438,330.5785123966931,437.1584699453557,652.1739130434789,769.2307692307687,666.6666666666665
0,26000,99.97,99.5904761904762,0.3795238095238034,0.3795238095238034,0.9405357092868841,0.008790853643150645,,False,DECOUPLED,-0.058571428571426054,-0.058571428571426054,2.868891651526262,-3.0009002700814857,84.3881856540074,112.99435028248483,112.35955056179803,0.0,0.0,-0.07809523809524421,-0.07809523809524421,3.8251888687002022,-4.001200360107537,84.3881856540074,112.99435028248483,112.35955056179803,270.27027027026975,0.0,-0.36619047619046796,-0.36619047619046796,7.6503777374004045,-29.008702610783253,168.77637130801705,282.48587570621544,337.0786516853941,540.5405405405395,769.2307692307687,-0.3485714285714181,-0.3485714285714181,22.951133212203434,-12.003601080323723,464.1350210970474,677.9661016949157,786.516853932584,1351.3513513513508,1538.4615384615374
0,27000,99.94,99.61904761904762,0.3209523809523773,0.3209523809523773,0.41784088738632197,0.09818536381824762,,False,DECOUPLED,-0.07666666666666799,-0.07666666666666799,6.692160611854181,-1.0006003602158753,125.52301255230213,223.46368715083776,222.22222222222143,540.5405405405395,1538.4615384615374,-0.07142857142858361,-0.07142857142858361,-2.8680688336524263,-10.006003602160973,-83.68200836820105,-111.73184357541888,-222.22222222222254,0.0,0.0,-0.20857142857141753,-0.20857142857141753,2.8680688336524263,-18.010806483890196,41.84100418409997,111.73184357541999,222.22222222222143,270.27027027026975,769.2307692307687,-0.41761904761904134,-0.2242857142857133,24.856596558318067,-17.010206123674322,502.0920502092041,670.3910614525132,888.888888888888,1621.6216216216205,2307.6923076923085
0,28000,99.92999999999999,99.68571428571428,0.24428571428570933,0.24428571428570933,-0.2450168409661987,0.14013128816235812,,False,DECOUPLED,-0.08190476190475238,-0.08190476190475238,-3.8215343460401563,-12.008405884118556,-82.64462809917327,-109.28961748633893,0.0,-256.41025641025664,-1333.333333333333,-0.06666666666666288,-0.06666666666666288,-13.375370211139437,-20.014009806864628,-206.6115702479343,-327.86885245901675,-434.7826086956519,-512.8205128205133,-1333.333333333333,-0.13904761904761642,-0.13904761904761642,1.910767173018968,-12.008405884118556,41.322314049587746,0.0,217.39130434782706,0.0,0.0,-0.33952380952381134,-0.14904761904760733,21.01843890321975,-13.009106374461954,413.2231404958686,546.4480874316946,760.8695652173902,1025.6410256410265,1333.333333333333
0,29000,99.81,99.64761904761905,0.16238095238095696,0.16238095238095696,-0.9344064722239415,0.1966727068817633,,False,MIXED,0.07952380952380622,0.07952380952380622,-0.955748829207792,7.013325318103725,0.0,-55.248618784530244,-108.69565217391353,0.0,0.0,-0.04285714285715869,-0.04285714285715869,-5.734492975245642,-10.019036168720241,-104.1666666666663,-220.99447513812208,-434.7826086956519,-263.1578947368418,0.0,-0.039047619047622106,-0.039047619047622106,1.911497658415584,-2.003807233743604,41.666666666666515,0.0,0.0,263.15789473684293,769.2307692307687,-0.2666666666666657,-0.05809523809524819,26.760967217815956,0.0,541.666666666667,773.4806629834256,869.5652173913038,1578.9473684210532,3076.923076923077
0,30000,99.88,99.63809523809523,0.24190476190476318,0.24190476190476318,-0.22201033528590933,0.2746803691649634,0.452280343777503,False,MIXED,0.05952380952379599,0.05952380952379599,-0.9558401835207953,5.006007208649965,-41.666666666666515,-55.55555555555536,-109.8901098901095,0.0,0.0,-0.1804761904761989,-0.1804761904761989,-0.9558401835207953,-19.022827392871644,-20.833333333333258,-55.55555555555536,-109.8901098901095,0.0,0.0,-0.10857142857143742,-0.10857142857143742,2.867520550564606,-8.009611533840166,41.666666666666515,55.55555555555536,109.8901098901095,263.15789473684293,769.2307692307687,-0.472380952380945,-0.011428571428581336,35.36608679028941,-12.014417300760805,666.6666666666665,1055.5555555555563,1318.6813186813185,1842.105263157894,3076.923076923077
0,31000,99.92999999999999,99.62857142857143,0.30142857142855917,0.30142857142855917,0.3031683926282982,0.30054825267600643,0.4516298626711394,False,MIXED,-0.05190476190476545,-0.05190476190476545,-3.823726221202639,-9.006304413089472,-83.68200836820105,-111.73184357541888,-222.22222222222254,-263.1578947368418,0.0,-0.28809523809522375,-0.28809523809522375,3.823726221201529,-25.01751225858051,83.68200836819994,167.59776536312776,222.22222222222143,263.15789473684293,769.2307692307687,-0.12999999999999545,-0.12999999999999545,0.0,-13.009106374461954,0.0,0.0,0.0,0.0,769.2307692307687,-0.6099999999999852,0.0071428571428668874,40.14912532262605,-21.014710297208026,836.8200836820083,1340.7821229050287,1666.6666666666674,2105.2631578947367,3846.1538461538457
0,32000,99.83999999999999,99.5904761904762,0.24952380952379372,0.24952380952379372,-0.1584051743879642,0.362281988732076,0.4516819921716901,False,MIXED,-0.07190476190474726,-0.07190476190474726,-3.8251888687002022,-11.01762820512775,0.0,0.0,0.0,0.0,0.0,-0.13714285714283392,-0.13714285714283392,5.737783303050303,-8.012820512820484,126.58227848101333,225.98870056497188,454.54545454545416,270.27027027026975,769.2307692307687,-0.11904761904760619,-0.11904761904760619,1.9125944343501011,-10.016025641025328,63.291139240506666,0.0,227.27272727272708,0.0,0.0,-0.647142857142839,0.1480952380952516,45.902266424404644,-19.030448717948232,928.2700421940926,1468.9265536723162,1931.8181818181813,2432.432432432432,3846.1538461538457
0,33000,99.72999999999999,99.55238095238094,0.17761904761904646,0.17761904761904646,-0.7908231093507015,0.4289641354133072,0.4604476672404731,False,MIXED,-0.05809523809524819,-0.05809523809524819,3.8266526356078856,-2.0054146194725675,21.097046413502962,0.0,0.0,0.0,0.0,-0.07238095238095354,-0.07238095238095354,15.306610542427102,8.02165847789027,253.16455696202445,338.98305084745675,681.8181818181812,540.5405405405395,1538.4615384615374,-0.08880952380951612,-0.08880952380951612,12.436621065723408,3.5094755840781033,189.87341772152,225.98870056497188,454.54545454545416,540.5405405405395,1538.4615384615374,-0.589047619047605,0.23380952380951214,42.09317899167786,-17.046024265516824,759.4936708860755,1129.9435028248595,1590.9090909090917,2162.162162162162,3076.923076923077
0,34000,99.71,99.5904761904762,0.11952380952379826,0.11952380952379826,-1.2537663095715201,0.4660167160983081,0.4619224065320974,False,MIXED,-0.05809523809523398,-0.05809523809523398,3.8251888687002022,-2.005816868919652,84.21052631578885,112.99435028248483,227.27272727272708,270.27027027026975,0.0,0.0038095238095365858,0.0038095238095365858,7.6503777374004045,8.023267475678608,147.3684210526316,225.98870056497188,454.54545454545416,540.5405405405395,769.2307692307687,0.023333333333340533,0.023333333333340533,6.694080520226464,9.026175910138434,147.3684210526316,225.98870056497188,454.54545454545416,270.27027027026975,1538.4615384615374,-0.5183333333333309,0.27928571428573434,33.47040260112788,-18.553806037509002,652.6315789473691,1016.9491525423724,1363.6363636363646,1891.8918918918926,3076.923076923077
