day,ts,K,spot,mid,poly_iv,svi_iv,poly_fair,svi_fair,fair_diff
0,130000,4500,5240.5,741.0,0.01257,0.01533,740.5,740.51,0.01
0,130000,5000,5240.5,248.0,0.01242,0.0134,247.83,250.25,2.42
0,130000,5100,5240.5,164.0,0.01275,0.0131,164.36,165.88,1.52
0,130000,5200,5240.5,94.5,0.01319,0.01286,98.98,97.1,-1.88
0,130000,5300,5240.5,47.0,0.01372,0.01271,54.62,48.92,-5.7
0,130000,5400,5240.5,20.0,0.01434,0.0127,28.31,21.15,-7.16
0,130000,5500,5240.5,8.0,0.01505,0.0129,14.23,8.21,-6.02
0,130000,6000,5240.5,0.5,0.01975,0.01948,0.74,0.66,-0.08
0,130000,6500,5240.5,0.5,0.026,0.02814,0.19,0.44,0.25
0,140000,4000,5227.5,1227.5,0.01297,0.01307,1227.5,1227.5,0.0
0,140000,5000,5227.5,236.0,0.01068,0.00659,232.12,227.75,-4.37
0,140000,5100,5227.5,153.0,0.01122,0.00935,147.53,140.1,-7.43
0,140000,5200,5227.5,86.0,0.01186,0.01156,83.79,82.03,-1.76
0,140000,5300,5227.5,42.0,0.01261,0.0134,43.54,47.9,4.36
0,140000,5400,5227.5,17.5,0.01345,0.01501,21.6,28.27,6.66
0,140000,5500,5227.5,6.5,0.01438,0.01645,10.71,16.9,6.19
0,140000,6000,5227.5,0.5,0.02022,0.02204,0.78,1.55,0.77
0,140000,6500,5227.5,0.5,0.02765,0.02617,0.33,0.18,-0.15
0,150000,4000,5228.5,1228.5,0.01318,0.01353,1228.5,1228.5,0.0
0,150000,4500,5228.5,728.5,0.01002,0.00716,728.5,728.5,-0.0
0,150000,5000,5228.5,237.0,0.0108,0.00766,233.28,229.25,-4.03
0,150000,5100,5228.5,154.0,0.01133,0.00891,148.76,139.3,-9.46
0,150000,5200,5228.5,86.5,0.01196,0.01029,84.88,75.27,-9.61
0,150000,5300,5228.5,43.0,0.01269,0.01172,44.32,39.05,-5.27
0,150000,5400,5228.5,17.5,0.01352,0.01318,22.07,20.66,-1.41
0,150000,5500,5228.5,6.5,0.01444,0.01462,10.95,11.44,0.5
0,150000,6000,5228.5,0.5,0.0202,0.02123,0.78,1.17,0.39
0,150000,6500,5228.5,0.5,0.02755,0.0267,0.32,0.23,-0.09
0,160000,4000,5250.0,1250.5,0.03337,0.03597,1250.22,1250.49,0.26
0,160000,4500,5250.0,750.0,0.01765,0.01245,750.06,750.0,-0.06
0,160000,5000,5250.0,257.0,0.01158,0.00805,254.81,250.62,-4.19
0,160000,5100,5250.0,171.5,0.01128,0.0097,165.87,160.29,-5.58
0,160000,5200,5250.0,99.5,0.01124,0.01134,93.61,94.19,0.58
0,160000,5300,5250.0,51.0,0.01145,0.01292,45.42,53.69,8.28
0,160000,5400,5250.0,21.5,0.0119,0.0144,19.69,30.72,11.03
0,160000,5500,5250.0,8.5,0.01258,0.01579,8.24,17.89,9.65
0,160000,6000,5250.0,0.5,0.01888,0.02163,0.55,1.64,1.09
0,160000,6500,5250.0,0.5,0.02922,0.02617,0.68,0.22,-0.46
0,170000,4000,5254.5,1254.5,0.01666,0.01731,1254.5,1254.5,0.0
0,170000,4500,5254.5,755.0,0.0127,0.01546,754.5,754.51,0.01
0,170000,5000,5254.5,261.0,0.01249,0.01373,260.78,263.6,2.82
0,170000,5100,5254.5,175.0,0.01281,0.01341,175.53,178.05,2.52
0,170000,5200,5254.5,102.5,0.01322,0.01313,107.43,106.91,-0.52
0,170000,5300,5254.5,53.0,0.01373,0.01288,60.15,55.3,-4.85
0,170000,5400,5254.5,22.5,0.01433,0.01271,31.49,24.08,-7.42
0,170000,5500,5254.5,9.0,0.01501,0.01266,15.9,8.87,-7.03
0,170000,6000,5254.5,0.5,0.01956,0.01882,0.78,0.56,-0.22
0,170000,6500,5254.5,0.5,0.02564,0.02809,0.18,0.48,0.3
0,180000,4000,5238.5,1238.5,0.01298,0.01323,1238.5,1238.5,0.0
0,180000,5000,5238.5,246.0,0.01072,0.00688,242.46,238.75,-3.71
0,180000,5100,5238.5,162.0,0.01125,0.00958,156.32,150.04,-6.28
0,180000,5200,5238.5,92.0,0.01188,0.01171,90.14,89.16,-0.98
0,180000,5300,5238.5,46.0,0.01262,0.0135,47.45,52.34,4.9
0,180000,5400,5238.5,19.0,0.01345,0.01505,23.72,30.84,7.12
0,180000,5500,5238.5,7.5,0.01436,0.01644,11.78,18.33,6.55
0,180000,6000,5238.5,0.5,0.0201,0.02187,0.82,1.59,0.77
0,180000,6500,5238.5,0.5,0.02741,0.02589,0.32,0.17,-0.15
0,190000,4000,5235.5,1235.5,0.01319,0.01472,1235.5,1235.5,0.0
0,190000,4500,5235.5,735.5,0.01007,0.00926,735.5,735.5,-0.0
0,190000,5000,5235.5,243.5,0.01085,0.00964,239.87,237.96,-1.9
0,190000,5100,5235.5,160.0,0.01137,0.01064,154.39,151.44,-2.95
0,190000,5200,5235.5,90.5,0.012,0.01179,88.99,87.81,-1.18
0,190000,5300,5235.5,45.0,0.01273,0.01304,46.88,48.63,1.75
0,190000,5400,5235.5,18.0,0.01355,0.01434,23.48,26.89,3.42
0,190000,5500,5235.5,7.5,0.01446,0.01565,11.67,15.25,3.58
0,190000,6000,5235.5,0.5,0.02015,0.02183,0.81,1.51,0.71
0,190000,6500,5235.5,0.5,0.02742,0.02706,0.31,0.27,-0.04
0,200000,4000,5230.5,1230.5,0.01321,0.01222,1230.5,1230.5,-0.0
0,200000,4500,5230.5,730.5,0.01004,0.00414,730.5,730.5,-0.0
0,200000,5000,5230.5,239.0,0.01081,0.00468,235.11,230.5,-4.6
0,200000,5100,5230.5,156.0,0.01134,0.00643,150.24,133.85,-16.39
0,200000,5200,5230.5,88.0,0.01197,0.00815,85.88,64.16,-21.73
0,200000,5300,5230.5,43.0,0.01271,0.00983,44.88,29.44,-15.44
0,200000,5400,5230.5,17.0,0.01353,0.01146,22.34,14.26,-8.08
0,200000,5500,5230.5,6.5,0.01445,0.01303,11.07,7.47,-3.6
0,200000,6000,5230.5,0.5,0.02021,0.02003,0.78,0.72,-0.06
0,200000,6500,5230.5,0.5,0.02755,0.0257,0.31,0.15,-0.17
0,210000,4000,5231.5,1233.5,0.04289,0.04148,1233.87,1233.33,-0.54
0,210000,4500,5231.5,733.5,0.02284,0.02689,732.44,734.53,2.09
0,210000,5000,5231.5,241.5,0.01392,0.01301,243.48,240.95,-2.53
0,210000,5100,5231.5,158.0,0.0132,0.01152,159.09,151.75,-7.34
0,210000,5200,5231.5,89.5,0.01278,0.01093,91.01,80.44,-10.57
0,210000,5300,5231.5,44.5,0.01265,0.01121,44.87,37.08,-7.79
0,210000,5400,5231.5,17.5,0.01279,0.01216,19.47,17.02,-2.44
0,210000,5500,5231.5,7.0,0.01319,0.01351,7.91,8.69,0.79
0,210000,6000,5231.5,0.5,0.0186,0.02138,0.37,1.24,0.86
0,210000,6500,5231.5,0.5,0.02871,0.02814,0.48,0.39,-0.09
0,220000,4000,5224.5,1224.5,0.01318,0.01824,1224.5,1224.5,0.0
0,220000,4500,5224.5,724.5,0.01003,0.01388,724.5,724.5,0.0
0,220000,5000,5224.5,233.5,0.01084,0.01406,229.54,237.71,8.17
0,220000,5100,5224.5,151.0,0.01138,0.0148,145.62,161.38,15.77
0,220000,5200,5224.5,84.5,0.01202,0.01571,82.65,103.9,21.25
0,220000,5300,5224.5,41.0,0.01276,0.01674,42.98,64.86,21.88
0,220000,5400,5224.5,16.5,0.0136,0.01785,21.35,40.15,18.8
0,220000,5500,5224.5,6.5,0.01453,0.019,10.59,25.05,14.45
0,220000,6000,5224.5,0.5,0.02036,0.02471,0.77,3.21,2.43
0,220000,6500,5224.5,0.5,0.02778,0.02975,0.32,0.64,0.32
0,230000,5000,5233.5,240.0,0.01228,0.01364,240.91,244.39,3.47
0,230000,5100,5233.5,157.0,0.01197,0.01213,155.19,155.87,0.68
0,230000,5200,5233.5,88.5,0.01192,0.01117,87.2,82.94,-4.26
0,230000,5300,5233.5,43.5,0.01211,0.01098,42.58,36.44,-6.14
0,230000,5400,5233.5,17.5,0.01252,0.01158,18.73,15.11,-3.61
0,230000,5500,5233.5,7.5,0.01315,0.01278,7.95,7.1,-0.85
0,230000,6000,5233.5,0.5,0.01907,0.02105,0.48,1.1,0.63
0,230000,6500,5233.5,0.5,0.02883,0.02809,0.5,0.39,-0.12
0,240000,4000,5234.5,1234.5,0.01657,0.01765,1234.5,1234.5,0.0
0,240000,4500,5234.5,735.0,0.01257,0.01535,734.5,734.51,0.01
0,240000,5000,5234.5,243.0,0.01245,0.01334,242.21,244.46,2.25
0,240000,5100,5234.5,159.0,0.01279,0.01304,159.46,160.58,1.12
0,240000,5200,5234.5,90.5,0.01324,0.01282,95.22,92.84,-2.38
0,240000,5300,5234.5,45.0,0.01378,0.01271,52.11,46.17,-5.94
0,240000,5400,5234.5,17.5,0.01442,0.01276,26.83,19.84,-6.99
0,240000,5500,5234.5,7.5,0.01515,0.01306,13.44,7.81,-5.62
0,240000,6000,5234.5,0.5,0.01995,0.01984,0.71,0.68,-0.03
0,240000,6500,5234.5,0.5,0.02633,0.02843,0.19,0.44,0.24
0,250000,4000,5247.5,1247.5,0.01298,0.01319,1247.5,1247.5,0.0
0,250000,5000,5247.5,254.0,0.01075,0.00698,250.94,247.71,-3.23
0,250000,5100,5247.5,169.0,0.01128,0.00963,163.56,157.72,-5.84
0,250000,5200,5247.5,98.0,0.01191,0.01173,95.4,94.41,-1.0
0,250000,5300,5247.5,50.0,0.01263,0.01349,50.69,55.53,4.84
0,250000,5400,5247.5,19.5,0.01346,0.01503,25.49,32.68,7.18
0,250000,5500,5247.5,8.5,0.01436,0.01641,12.68,19.36,6.68
0,250000,6000,5247.5,0.5,0.02005,0.02181,0.85,1.63,0.78
0,250000,6500,5247.5,0.5,0.0273,0.0258,0.32,0.17,-0.15
0,260000,4000,5236.5,1236.5,0.01659,0.01764,1236.5,1236.5,0.0
0,260000,4500,5236.5,737.0,0.01259,0.01539,736.5,736.51,0.01
0,260000,5000,5236.5,244.5,0.01246,0.01341,244.03,246.37,2.35
0,260000,5100,5236.5,161.0,0.0128,0.0131,160.99,162.3,1.31
0,260000,5200,5236.5,92.0,0.01325,0.01286,96.34,94.17,-2.17
0,260000,5300,5236.5,46.0,0.01379,0.01273,52.82,46.95,-5.87
0,260000,5400,5236.5,17.5,0.01443,0.01275,27.22,20.13,-7.09
0,260000,5500,5236.5,7.5,0.01515,0.01301,13.63,7.82,-5.81
0,260000,6000,5236.5,0.5,0.01993,0.01975,0.72,0.66,-0.05
0,260000,6500,5236.5,0.5,0.0263,0.02845,0.19,0.44,0.25
0,270000,4000,5247.5,1247.5,0.01332,0.01407,1247.5,1247.5,0.0
0,270000,4500,5247.5,747.5,0.0102,0.00833,747.5,747.5,-0.0
0,270000,5000,5247.5,254.0,0.01093,0.00861,251.2,248.49,-2.71
0,270000,5100,5247.5,169.0,0.01144,0.00965,164.12,157.76,-6.36
0,270000,5200,5247.5,98.5,0.01205,0.01086,96.12,89.5,-6.62
0,270000,5300,5247.5,50.0,0.01276,0.01215,51.31,47.89,-3.43
0,270000,5400,5247.5,19.5,0.01357,0.01348,25.9,25.53,-0.37
0,270000,5500,5247.5,8.5,0.01446,0.01482,12.9,14.01,1.11
0,270000,6000,5247.5,0.5,0.02005,0.02111,0.84,1.26,0.42
0,270000,6500,5247.5,0.5,0.02721,0.0264,0.3,0.22,-0.08
0,280000,4000,5238.5,1238.5,0.01662,0.01763,1238.5,1238.5,0.0
0,280000,4500,5238.5,739.0,0.01257,0.0154,738.5,738.51,0.01
0,280000,5000,5238.5,246.0,0.01241,0.01341,245.7,248.13,2.43
0,280000,5100,5238.5,162.0,0.01275,0.0131,162.26,163.75,1.5
0,280000,5200,5238.5,93.0,0.01319,0.01285,97.12,95.14,-1.98
0,280000,5300,5238.5,46.0,0.01374,0.01269,53.21,47.39,-5.82
0,280000,5400,5238.5,18.0,0.01438,0.01268,27.37,20.18,-7.19
0,280000,5500,5238.5,7.5,0.0151,0.0129,13.68,7.72,-5.96
0,280000,6000,5238.5,0.5,0.0199,0.0197,0.71,0.65,-0.06
0,280000,6500,5238.5,0.5,0.02629,0.02846,0.19,0.45,0.25
0,290000,4000,5247.5,1247.5,0.01299,0.01326,1247.5,1247.5,0.0
0,290000,5000,5247.5,254.0,0.01078,0.00704,250.94,247.72,-3.22
0,290000,5100,5247.5,169.0,0.0113,0.0097,163.56,157.86,-5.7
0,290000,5200,5247.5,98.5,0.01194,0.01179,95.41,94.6,-0.8
0,290000,5300,5247.5,49.5,0.01267,0.01356,50.7,55.69,4.99
0,290000,5400,5247.5,19.5,0.01349,0.01509,25.5,32.77,7.27
0,290000,5500,5247.5,8.5,0.0144,0.01647,12.68,19.4,6.72
0,290000,6000,5247.5,0.5,0.0201,0.02185,0.85,1.62,0.77
0,290000,6500,5247.5,0.5,0.02736,0.02584,0.32,0.17,-0.15
0,300000,4000,5256.5,1256.5,0.01299,0.01308,1256.5,1256.5,0.0
0,300000,5000,5256.5,262.0,0.01074,0.00699,259.45,256.66,-2.79
0,300000,5100,5256.5,176.5,0.01126,0.00958,170.85,165.28,-5.56
0,300000,5200,5256.5,103.5,0.01189,0.01166,100.71,99.47,-1.23
0,300000,5300,5256.5,53.0,0.01261,0.01342,53.95,58.57,4.61
0,300000,5400,5256.5,21.5,0.01342,0.01496,27.25,34.41,7.15
0,300000,5500,5256.5,9.0,0.01432,0.01633,13.55,20.32,6.77
0,300000,6000,5256.5,0.5,0.01996,0.02172,0.88,1.68,0.8
0,300000,6500,5256.5,0.5,0.02715,0.02571,0.31,0.17,-0.14
0,310000,4000,5255.5,1255.5,0.01302,0.0128,1255.5,1255.5,-0.0
0,310000,5000,5255.5,261.5,0.01077,0.00694,258.52,255.65,-2.88
0,310000,5100,5255.5,176.0,0.01129,0.00944,170.09,163.97,-6.12
0,310000,5200,5255.5,102.5,0.01191,0.01152,100.18,98.02,-2.16
0,310000,5300,5255.5,53.0,0.01263,0.0133,53.64,57.42,3.78
0,310000,5400,5255.5,21.0,0.01345,0.01486,27.08,33.66,6.58
0,310000,5500,5255.5,8.5,0.01434,0.01627,13.46,19.9,6.43
0,310000,6000,5255.5,0.5,0.01997,0.02178,0.87,1.69,0.82
0,310000,6500,5255.5,0.5,0.02715,0.02586,0.31,0.18,-0.13
0,320000,4000,5268.0,1268.0,0.01333,0.01505,1268.0,1268.0,0.0
0,320000,4500,5268.0,768.0,0.01029,0.01006,768.0,768.0,-0.0
0,320000,5000,5268.0,273.0,0.01099,0.01025,270.76,269.89,-0.87
0,320000,5100,5268.0,186.5,0.01148,0.01112,181.25,180.06,-1.18
0,320000,5200,5268.0,111.5,0.01207,0.01216,109.04,109.53,0.49
0,320000,5300,5268.0,58.0,0.01275,0.0133,59.6,62.73,3.13
0,320000,5400,5268.0,24.0,0.01353,0.01449,30.56,35.2,4.64
0,320000,5500,5268.0,10.0,0.01439,0.01571,15.3,19.91,4.61
0,320000,6000,5268.0,0.5,0.0198,0.02157,0.91,1.76,0.84
0,320000,6500,5268.0,0.5,0.02671,0.02659,0.29,0.28,-0.01
0,330000,4000,5265.0,1265.0,0.01335,0.01387,1265.0,1265.0,0.0
0,330000,4500,5265.0,765.0,0.01029,0.00809,765.0,765.0,-0.0
0,330000,5000,5265.0,270.5,0.01099,0.00824,267.88,265.48,-2.4
0,330000,5100,5265.0,184.0,0.01148,0.00929,178.7,171.92,-6.78
0,330000,5200,5265.0,109.5,0.01208,0.01049,107.07,98.63,-8.45
0,330000,5300,5265.0,56.5,0.01277,0.01179,58.31,52.7,-5.61
0,330000,5400,5265.0,23.0,0.01354,0.01312,29.81,27.81,-1.99
0,330000,5500,5265.0,9.5,0.01441,0.01445,14.9,15.04,0.14
0,330000,6000,5265.0,0.5,0.01984,0.0207,0.9,1.25,0.36
0,330000,6500,5265.0,0.5,0.02679,0.02594,0.29,0.2,-0.09
0,340000,5000,5258.5,264.0,0.01283,0.01414,264.9,267.86,2.96
0,340000,5100,5258.5,178.0,0.01232,0.01256,176.32,177.22,0.9
0,340000,5200,5258.5,104.5,0.01209,0.01144,102.92,99.36,-3.56
0,340000,5300,5258.5,53.5,0.01212,0.01101,51.82,45.55,-6.28
0,340000,5400,5258.5,21.0,0.0124,0.01138,23.01,18.7,-4.31
0,340000,5500,5258.5,9.0,0.01291,0.01243,9.58,8.32,-1.27
0,340000,6000,5258.5,0.5,0.01856,0.0206,0.47,1.12,0.66
0,340000,6500,5258.5,0.5,0.02847,0.02772,0.5,0.39,-0.12
0,350000,4000,5269.5,1269.5,0.01299,0.01283,1269.5,1269.5,0.0
0,350000,5000,5269.5,274.0,0.01078,0.00708,271.91,269.61,-2.29
0,350000,5100,5269.5,187.5,0.01129,0.00953,181.81,176.56,-5.25
0,350000,5200,5269.5,112.0,0.0119,0.01156,108.99,107.19,-1.79
0,350000,5300,5269.5,58.5,0.01261,0.0133,59.26,63.23,3.97
0,350000,5400,5269.5,23.5,0.0134,0.01482,30.22,37.08,6.86
0,350000,5500,5269.5,10.5,0.01429,0.01619,15.08,21.83,6.75
0,350000,6000,5269.5,0.5,0.01982,0.02158,0.92,1.76,0.84
0,350000,6500,5269.5,0.5,0.02688,0.02558,0.31,0.18,-0.13
0,360000,5000,5283.0,285.5,0.01216,0.01347,286.67,288.89,2.22
0,360000,5100,5283.0,197.0,0.01183,0.01204,195.15,195.85,0.7
0,360000,5200,5283.0,120.5,0.01174,0.0111,117.28,114.01,-3.27
0,360000,5300,5283.0,63.5,0.01189,0.01084,61.18,55.09,-6.09
