day,K,timestamp,residual_bp,z,direction
1,5200,119800,14.6,2.07,rich
1,5300,119800,10.2,2.01,rich
1,5400,119800,-0.0,2.82,cheap
1,5500,119800,3.7,2.85,rich
1,6500,119800,-10.7,-2.54,cheap
1,5500,121600,-2.2,2.13,cheap
1,5000,125100,-14.5,-2.39,cheap
1,5400,125100,-5.5,2.1,cheap
1,5500,125100,-0.2,2.38,cheap
1,6000,125100,10.4,2.71,rich
1,6000,132600,6.5,2.04,rich
1,5500,137200,-2.8,2.06,cheap
1,5500,137800,-1.1,2.27,cheap
1,5500,138200,-3.2,2.02,cheap
1,6000,138200,6.3,2.01,rich
1,5500,139400,-2.8,2.07,cheap
1,5500,139700,-2.9,2.05,cheap
1,5500,144000,-3.3,2.01,cheap
1,6000,144000,6.7,2.07,rich
1,5500,147500,-2.4,2.11,cheap
1,5500,148800,-2.7,2.08,cheap
1,6000,148800,6.4,2.03,rich
1,4000,151900,26.9,2.39,rich
1,4500,151900,-66.1,-2.29,cheap
1,5300,151900,10.2,2.02,rich
1,5400,151900,0.6,2.91,rich
1,5500,151900,3.3,2.81,rich
1,6500,151900,-10.3,-2.5,cheap
1,4000,152000,28.3,2.45,rich
1,4500,152000,-69.4,-2.35,cheap
1,5200,152000,14.9,2.11,rich
1,5300,152000,10.4,2.05,rich
1,5400,152000,0.2,2.85,rich
1,5500,152000,3.9,2.88,rich
1,6500,152000,-10.8,-2.55,cheap
1,4000,152500,28.1,2.44,rich
1,4500,152500,-68.9,-2.34,cheap
1,5300,152500,10.6,2.07,rich
1,5400,152500,0.4,2.88,rich
1,5500,152500,3.0,2.77,rich
1,6500,152500,-10.8,-2.55,cheap
1,5000,153200,-15.3,-2.48,cheap
1,5400,153200,-5.4,2.11,cheap
1,5500,153200,1.5,2.59,rich
1,6000,153200,11.1,2.83,rich
1,4000,153600,28.0,2.44,rich
1,4500,153600,-68.8,-2.34,cheap
1,5200,153600,15.2,2.16,rich
1,5300,153600,11.3,2.17,rich
1,5400,153600,0.8,2.94,rich
1,5500,153600,1.2,2.55,rich
1,6500,153600,-10.7,-2.55,cheap
1,6000,154500,6.8,2.09,rich
1,5000,154800,-13.3,-2.27,cheap
1,5400,154800,-4.8,2.2,cheap
1,5500,154800,-0.4,2.35,cheap
1,6000,154800,11.0,2.81,rich
1,4000,155300,28.0,2.44,rich
1,4500,155300,-68.3,-2.33,cheap
1,5200,155300,15.3,2.18,rich
1,5300,155300,11.1,2.14,rich
1,5400,155300,0.4,2.89,rich
1,5500,155300,2.7,2.74,rich
1,6500,155300,-11.1,-2.58,cheap
1,4000,156500,27.9,2.43,rich
1,4500,156500,-68.7,-2.34,cheap
1,5200,156500,14.1,2.01,rich
1,5300,156500,10.5,2.06,rich
1,5400,156500,-0.3,2.79,cheap
1,5500,156500,3.0,2.77,rich
1,6500,156500,-10.9,-2.56,cheap
1,4000,157400,28.0,2.44,rich
1,4500,157400,-68.5,-2.33,cheap
1,5200,157400,14.3,2.03,rich
1,5300,157400,10.6,2.07,rich
1,5400,157400,0.7,2.91,rich
1,5500,157400,2.8,2.75,rich
1,6500,157400,-11.0,-2.57,cheap
1,4000,157800,28.1,2.44,rich
1,4500,157800,-68.5,-2.34,cheap
1,5200,157800,14.9,2.12,rich
1,5300,157800,11.6,2.21,rich
1,5400,157800,0.9,2.94,rich
1,5500,157800,2.1,2.66,rich
1,6500,157800,-11.0,-2.57,cheap
1,4000,157900,28.0,2.44,rich
1,4500,157900,-68.8,-2.34,cheap
1,5200,157900,14.4,2.04,rich
1,5300,157900,11.0,2.13,rich
1,5400,157900,1.2,2.99,rich
1,5500,157900,1.4,2.58,rich
1,6500,157900,-10.8,-2.55,cheap
1,5500,158000,-2.6,2.08,cheap
1,6000,158000,6.5,2.04,rich
1,4000,158100,27.9,2.43,rich
1,4500,158100,-68.5,-2.33,cheap
1,5300,158100,11.1,2.15,rich
1,5400,158100,0.7,2.92,rich
1,5500,158100,2.0,2.65,rich
1,6500,158100,-10.9,-2.56,cheap
1,4000,158600,28.0,2.44,rich
1,4500,158600,-68.8,-2.34,cheap
1,5200,158600,14.4,2.04,rich
1,5300,158600,11.0,2.13,rich
1,5400,158600,1.2,2.99,rich
1,5500,158600,1.4,2.58,rich
1,6500,158600,-10.8,-2.55,cheap
1,5500,158900,-3.3,2.0,cheap
1,6000,158900,8.0,2.29,rich
1,6000,160100,6.8,2.09,rich
1,5400,160600,-5.9,2.04,cheap
1,5500,160600,-2.8,2.06,cheap
1,6000,160600,7.4,2.19,rich
1,4000,160800,28.0,2.44,rich
1,4500,160800,-68.5,-2.33,cheap
1,5200,160800,15.0,2.14,rich
1,5300,160800,10.8,2.09,rich
1,5400,160800,1.0,2.96,rich
1,5500,160800,2.2,2.68,rich
1,6500,160800,-11.0,-2.57,cheap
1,6000,163300,6.8,2.1,rich
1,4000,163800,28.1,2.44,rich
1,4500,163800,-68.9,-2.34,cheap
1,5200,163800,14.4,2.04,rich
1,5300,163800,11.0,2.13,rich
1,5400,163800,1.2,2.99,rich
1,5500,163800,1.4,2.58,rich
1,6500,163800,-10.8,-2.55,cheap
1,4000,164100,28.0,2.44,rich
1,4500,164100,-68.3,-2.33,cheap
1,5200,164100,14.4,2.05,rich
1,5300,164100,10.7,2.08,rich
1,5400,164100,1.6,3.04,rich
1,5500,164100,2.7,2.73,rich
1,6500,164100,-11.2,-2.59,cheap
1,5500,164400,-3.3,2.01,cheap
1,6000,164400,6.9,2.11,rich
1,4000,166100,27.9,2.43,rich
1,4500,166100,-68.3,-2.33,cheap
1,5400,166100,1.1,2.97,rich
1,5500,166100,3.2,2.8,rich
1,6500,166100,-11.1,-2.58,cheap
1,4000,167600,27.9,2.44,rich
1,4500,167600,-68.2,-2.33,cheap
1,5200,167600,14.6,2.08,rich
1,5300,167600,10.9,2.11,rich
1,5400,167600,0.5,2.89,rich
1,5500,167600,2.9,2.75,rich
1,6500,167600,-11.2,-2.58,cheap
1,5000,168500,-13.8,-2.32,cheap
1,5400,168500,-5.1,2.15,cheap
1,5500,168500,1.6,2.6,rich
1,6000,168500,12.1,3.0,rich
1,5500,169100,-2.3,2.12,cheap
1,6000,169100,6.6,2.05,rich
1,4000,170100,27.9,2.43,rich
1,4500,170100,-68.3,-2.33,cheap
1,5400,170100,1.1,2.97,rich
1,5500,170100,3.2,2.8,rich
1,6500,170100,-11.1,-2.58,cheap
1,4000,170700,27.9,2.44,rich
1,4500,170700,-68.9,-2.34,cheap
1,5400,170700,0.7,2.92,rich
1,5500,170700,2.8,2.74,rich
1,6500,170700,-10.9,-2.56,cheap
1,4000,171100,27.8,2.43,rich
1,4500,171100,-68.6,-2.34,cheap
1,5400,171100,0.1,2.85,rich
1,5500,171100,3.4,2.82,rich
1,6500,171100,-11.0,-2.57,cheap
1,4000,171600,27.9,2.43,rich
1,4500,171600,-68.6,-2.34,cheap
1,5300,171600,10.2,2.01,rich
1,5400,171600,0.5,2.89,rich
1,5500,171600,2.8,2.74,rich
1,6500,171600,-11.0,-2.57,cheap
1,4000,172700,27.8,2.43,rich
1,4500,172700,-68.5,-2.33,cheap
1,5400,172700,0.3,2.86,rich
1,5500,172700,3.5,2.84,rich
1,6500,172700,-11.0,-2.57,cheap
1,5500,172900,-1.0,2.29,cheap
1,6000,172900,6.8,2.08,rich
1,4000,174300,27.9,2.43,rich
1,4500,174300,-68.3,-2.33,cheap
1,5300,174300,10.5,2.06,rich
1,5400,174300,-0.3,2.79,cheap
1,5500,174300,4.1,2.91,rich
1,6500,174300,-11.2,-2.59,cheap
1,5500,174900,-2.7,2.08,cheap
1,6000,174900,7.3,2.18,rich
1,4000,175200,28.0,2.44,rich
1,4500,175200,-68.8,-2.34,cheap
1,5300,175200,10.1,2.0,rich
1,5400,175200,0.9,2.95,rich
1,5500,175200,2.9,2.76,rich
1,6500,175200,-11.0,-2.57,cheap
1,4000,176300,27.8,2.43,rich
1,4500,176300,-68.5,-2.34,cheap
1,5400,176300,0.3,2.87,rich
1,5500,176300,3.5,2.84,rich
1,6500,176300,-11.0,-2.57,cheap
1,4000,176900,27.8,2.43,rich
1,4500,176900,-68.5,-2.34,cheap
1,5400,176900,0.3,2.87,rich
1,5500,176900,3.5,2.84,rich
1,6500,176900,-11.0,-2.57,cheap
1,5500,177900,-1.0,2.29,cheap
1,6000,177900,6.8,2.08,rich
1,4000,178700,28.0,2.44,rich
1,4500,178700,-68.7,-2.34,cheap
1,5400,178700,1.3,3.0,rich
1,5500,178700,3.2,2.8,rich
1,6500,178700,-11.0,-2.57,cheap
1,5500,180900,-1.0,2.29,cheap
1,6000,180900,6.8,2.08,rich
1,5500,182800,-0.6,2.33,cheap
1,6000,182800,7.6,2.24,rich
1,6000,184800,8.1,2.31,rich
1,5500,186100,-3.2,2.01,cheap
1,6000,186100,8.3,2.35,rich
1,5500,186300,-2.8,2.06,cheap
1,6000,188100,8.8,2.43,rich
1,6000,191000,8.3,2.34,rich
1,5500,196300,-2.8,2.06,cheap
1,5500,196600,-2.8,2.06,cheap
1,5500,197000,-1.6,2.21,cheap
1,6000,197000,8.7,2.42,rich
1,5500,197600,-3.1,2.02,cheap
1,6000,197600,8.8,2.43,rich
1,5500,199600,-2.9,2.05,cheap
1,6000,199600,8.9,2.45,rich
1,5500,200100,-2.5,2.09,cheap
1,6000,200100,7.7,2.25,rich
1,4000,200200,27.6,2.42,rich
1,4500,200200,-67.4,-2.31,cheap
1,5300,200200,10.4,2.04,rich
1,5400,200200,0.8,2.93,rich
1,5500,200200,2.4,2.7,rich
1,6500,200200,-11.5,-2.61,cheap
1,6000,201000,8.0,2.3,rich
1,6000,202300,8.0,2.3,rich
1,5500,203100,-2.6,2.09,cheap
1,6000,203100,7.7,2.25,rich
1,5500,204400,-2.7,2.08,cheap
1,6000,204400,9.5,2.55,rich
1,5500,205400,-2.6,2.08,cheap
1,6000,205400,8.3,2.35,rich
1,4000,206000,28.0,2.44,rich
1,4500,206000,-68.6,-2.34,cheap
1,5300,206000,10.6,2.07,rich
1,5400,206000,-0.2,2.8,cheap
1,5500,206000,4.1,2.91,rich
1,6500,206000,-11.3,-2.59,cheap
1,4000,206600,27.9,2.43,rich
1,4500,206600,-68.3,-2.33,cheap
1,5300,206600,10.4,2.04,rich
1,5400,206600,0.9,2.95,rich
1,5500,206600,2.8,2.74,rich
1,6500,206600,-11.3,-2.59,cheap
1,5000,207800,-13.5,-2.29,cheap
1,5500,207800,1.1,2.54,rich
1,6000,207800,12.6,3.08,rich
1,4000,207900,27.9,2.43,rich
1,4500,207900,-68.6,-2.34,cheap
1,5300,207900,10.2,2.01,rich
1,5400,207900,-0.4,2.77,cheap
1,5500,207900,4.1,2.9,rich
1,6500,207900,-11.2,-2.59,cheap
1,4000,208200,28.1,2.44,rich
1,4500,208200,-69.0,-2.35,cheap
1,5300,208200,10.9,2.11,rich
1,5400,208200,0.0,2.83,rich
1,5500,208200,3.3,2.81,rich
1,6500,208200,-11.0,-2.57,cheap
1,4000,208600,28.0,2.44,rich
1,4500,208600,-68.7,-2.34,cheap
1,5300,208600,10.6,2.07,rich
1,5400,208600,-0.2,2.8,cheap
1,5500,208600,4.1,2.91,rich
1,6500,208600,-11.3,-2.59,cheap
1,4000,208700,28.1,2.44,rich
1,4500,208700,-68.5,-2.33,cheap
1,5300,208700,11.3,2.17,rich
1,5400,208700,0.2,2.86,rich
1,5500,208700,4.5,2.95,rich
1,6500,208700,-11.4,-2.61,cheap
1,4000,209100,27.9,2.43,rich
1,4500,209100,-68.6,-2.34,cheap
1,5300,209100,10.2,2.01,rich
1,5400,209100,-0.4,2.77,cheap
1,5500,209100,4.1,2.9,rich
1,6500,209100,-11.2,-2.59,cheap
1,4000,210600,28.1,2.44,rich
1,4500,210600,-68.5,-2.33,cheap
1,5300,210600,11.2,2.16,rich
1,5400,210600,0.8,2.93,rich
1,5500,210600,3.1,2.79,rich
1,6500,210600,-11.3,-2.6,cheap
1,4000,214900,28.2,2.45,rich
1,4500,214900,-68.6,-2.34,cheap
1,5300,214900,11.7,2.22,rich
1,5400,214900,1.0,2.95,rich
1,5500,214900,3.2,2.79,rich
1,6500,214900,-11.4,-2.61,cheap
1,5500,215600,-1.9,2.18,cheap
1,6000,215600,7.8,2.26,rich
1,4000,216000,28.1,2.44,rich
1,4500,216000,-68.5,-2.33,cheap
1,5300,216000,11.3,2.16,rich
1,5400,216000,0.8,2.93,rich
1,5500,216000,3.2,2.79,rich
1,6500,216000,-11.3,-2.6,cheap
1,4000,216600,28.2,2.45,rich
1,4500,216600,-68.5,-2.33,cheap
1,5300,216600,12.4,2.32,rich
1,5400,216600,0.1,2.84,rich
1,5500,216600,3.5,2.83,rich
1,6500,216600,-11.4,-2.61,cheap
1,4000,217500,28.1,2.44,rich
1,4500,217500,-68.5,-2.34,cheap
1,5300,217500,11.3,2.16,rich
1,5400,217500,0.8,2.93,rich
1,5500,217500,3.2,2.79,rich
1,6500,217500,-11.3,-2.6,cheap
1,6000,217600,6.9,2.11,rich
1,4000,217800,28.1,2.44,rich
1,4500,217800,-68.5,-2.34,cheap
1,5300,217800,11.3,2.16,rich
1,5400,217800,0.8,2.93,rich
1,5500,217800,3.2,2.79,rich
1,6500,217800,-11.3,-2.6,cheap
1,4000,218500,28.1,2.44,rich
1,4500,218500,-68.5,-2.34,cheap
1,5300,218500,11.3,2.16,rich
1,5400,218500,0.8,2.93,rich
1,5500,218500,3.2,2.79,rich
1,6500,218500,-11.3,-2.6,cheap
1,4000,220100,28.1,2.44,rich
1,4500,220100,-68.8,-2.34,cheap
1,5300,220100,10.8,2.1,rich
1,5400,220100,0.1,2.85,rich
1,5500,220100,3.5,2.83,rich
1,6500,220100,-11.3,-2.59,cheap
1,4000,220600,28.1,2.44,rich
1,4500,220600,-68.8,-2.34,cheap
1,5300,220600,10.6,2.07,rich
1,5400,220600,-0.2,2.8,cheap
1,5500,220600,4.1,2.91,rich
1,6500,220600,-11.3,-2.59,cheap
1,4000,223000,28.0,2.44,rich
1,4500,223000,-69.1,-2.35,cheap
1,5300,223000,11.1,2.14,rich
1,5400,223000,-1.1,2.68,cheap
1,5500,223000,3.5,2.83,rich
1,6500,223000,-11.0,-2.57,cheap
1,5500,223200,-1.0,2.28,cheap
1,6000,223200,6.8,2.08,rich
1,4000,223800,28.0,2.44,rich
1,4500,223800,-69.1,-2.35,cheap
1,5300,223800,11.1,2.14,rich
1,5400,223800,-1.1,2.68,cheap
1,5500,223800,3.5,2.83,rich
1,6500,223800,-11.0,-2.57,cheap
1,4000,227100,28.2,2.45,rich
1,4500,227100,-69.0,-2.35,cheap
1,5200,227100,14.3,2.04,rich
1,5300,227100,11.5,2.19,rich
1,5400,227100,0.9,2.95,rich
1,5500,227100,2.3,2.68,rich
1,6500,227100,-11.2,-2.58,cheap
1,4000,228600,28.2,2.45,rich
1,4500,228600,-68.5,-2.33,cheap
1,5200,228600,14.4,2.05,rich
1,5300,228600,11.2,2.16,rich
1,5400,228600,0.5,2.9,rich
1,5500,228600,3.9,2.87,rich
1,6500,228600,-11.5,-2.62,cheap
1,6000,229000,7.3,2.18,rich
1,4000,229100,28.2,2.45,rich
1,4500,229100,-69.2,-2.35,cheap
1,5300,229100,11.5,2.2,rich
1,5400,229100,-1.0,2.7,cheap
1,5500,229100,3.6,2.84,rich
1,6500,229100,-11.1,-2.58,cheap
1,4000,231800,27.7,2.42,rich
1,4500,231800,-68.3,-2.33,cheap
1,5300,231800,11.5,2.2,rich
1,5400,231800,-1.0,2.7,cheap
1,5500,231800,1.1,2.54,rich
1,6500,231800,-11.1,-2.58,cheap
1,5500,232500,-2.2,2.14,cheap
1,6000,232500,7.1,2.15,rich
1,4000,233700,28.0,2.44,rich
1,4500,233700,-68.8,-2.34,cheap
1,5300,233700,11.5,2.19,rich
1,5400,233700,0.4,2.88,rich
1,5500,233700,2.3,2.69,rich
1,6500,233700,-11.2,-2.59,cheap
1,5500,234000,-1.6,2.21,cheap
1,6000,234000,7.3,2.18,rich
1,5000,234500,-14.7,-2.42,cheap
1,5500,234500,1.7,2.61,rich
1,6000,234500,11.8,2.95,rich
1,5000,234600,-15.7,-2.52,cheap
1,5500,234600,2.5,2.71,rich
1,6000,234600,11.8,2.95,rich
1,4000,236100,28.2,2.45,rich
1,4500,236100,-68.7,-2.34,cheap
1,5300,236100,12.2,2.3,rich
1,5400,236100,-0.3,2.79,cheap
1,5500,236100,4.2,2.91,rich
1,6500,236100,-11.5,-2.61,cheap
1,4000,236300,28.1,2.44,rich
1,4500,236300,-68.7,-2.34,cheap
1,5300,236300,11.5,2.2,rich
1,5400,236300,-1.0,2.7,cheap
1,5500,236300,4.7,2.97,rich
1,6500,236300,-11.4,-2.61,cheap
1,4000,236700,28.2,2.45,rich
1,4500,236700,-68.7,-2.34,cheap
1,5300,236700,12.2,2.3,rich
